Buy,ID,Gender,Status,Children,Est_Income,Age,MARITAL STATUS,PROFESSION,EDUCATION,BUYER CATEGORY,LTV,DEMOGRAPHIC CLUSTER,ONLINE BEHAVIOR CLUSTER,BUYING BEHAVIOR CLUSTER,Retailer country,Retailer type,Product line,Product type,Product,Year,Quarter,Gross margin,State
No,205,F,M,0,28770.9,12.34,M,Doctor,College,Product Viewer,MEDIUM VALUE,HIGH INCOME FAMILY,PROBABLE BUYER,INSTORE MEDIUM VALUE OFFER SEEKER,United States,Department Store,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,2021,Q1 2021,0.33560737,Oregon
No,206,F,M,2,87578.2,53.366667,U,Financial analyst,College,Product Viewer,HIGH VALUE,MARRIED WOMEN,PROBABLE BUYER,INSTORE HIGH VALUE NON OFFER SEEKER,United States,Department Store,Camping Equipment,Packs,Canyon Mule Climber Backpack,2021,Q1 2021,0.28458833,Washington
No,207,F,M,2,86695.4,13.906667,U,Self Employed,College,Product Viewer,LOW VALUE,MARRIED MEN,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,United States,Department Store,Camping Equipment,Packs,Canyon Mule Weekender Backpack,2021,Q1 2021,0.37984669,Oregon
No,209,F,S,2,76791.2,61.0,S,Accountant,College,Product Viewer,MEDIUM VALUE,MIDDLE INCOME SINGLE,PRODUCT VIEWER,INSTORE LOW VALUE NON OFFER SEEKER,United States,Department Store,Camping Equipment,Packs,Canyon Mule Journey Backpack,2021,Q1 2021,0.38805542,Oregon
No,213,F,D,0,30763.8,14.193333,S,Not employed,High School,Product Viewer,MEDIUM VALUE,MIDDLE INCOME SCHOOL EDUCATED,PROBABLE BUYER,INSTORE MEDIUM VALUE OFFER SEEKER,United States,Department Store,Camping Equipment,Packs,Canyon Mule Cooler,2021,Q1 2021,0.50890117,California
Yes,214,F,M,2,3193.6,54.046667,S,Not employed,College,Product Viewer,HIGH VALUE,MIDDLE INCOME SINGLE,PROBABLE BUYER,INSTORE HIGH VALUE NON OFFER SEEKER,United States,Department Store,Camping Equipment,Packs,Canyon Mule Carryall,2021,Q1 2021,0.40396584,Oregon
No,215,M,M,1,69680.9,15.846667,S,Self Employed,High School,Product Viewer,HIGH VALUE,MIDDLE INCOME SCHOOL EDUCATED,PRODUCT VIEWER,INSTORE HIGH VALUE NON OFFER SEEKER,United States,Department Store,Camping Equipment,Lanterns,Firefly Lite,2021,Q1 2021,0.52896022,Arizona
No,218,F,M,0,83287.0,45.486667,M,Lawyer,College,Product Viewer,LOW VALUE,MARRIED WOMEN,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,United States,Department Store,Camping Equipment,Lanterns,Firefly Mapreader,2021,Q1 2021,0.52610011,California
No,219,M,S,0,2056.06,18.94,S,Private Sector,High School,Product Viewer,HIGH VALUE,MIDDLE INCOME SCHOOL EDUCATED,PROBABLE BUYER,ONLINE HIGH VALUE OFFER SEEKER,United States,Department Store,Camping Equipment,Lanterns,Firefly 2,2021,Q1 2021,0.36960265,Arizona
No,220,F,M,2,7776.6,35.706667,U,Professor,College,Product Viewer,HIGH VALUE,MARRIED MEN,PROBABLE BUYER,INSTORE HIGH VALUE NON OFFER SEEKER,United States,Department Store,Camping Equipment,Lanterns,Firefly 4,2021,Q1 2021,0.37608319,Oregon
No,221,M,M,1,2067.82,47.853333,S,Not employed,Post College,Product Viewer,LOW VALUE,HIGH INCOME SINGLE,PROBABLE BUYER,INSTORE MEDIUM VALUE OFFER SEEKER,United States,Department Store,Camping Equipment,Lanterns,Firefly Multi-light,2021,Q1 2021,0.31356372,California
Yes,222,M,S,0,66666.0,52.0,U,Engineer,Post College,Product Viewer,LOW VALUE,MARRIED WOMEN,PROBABLE BUYER,INSTORE MEDIUM VALUE OFFER SEEKER,United States,Department Store,Camping Equipment,Lanterns,EverGlow Single,2021,Q1 2021,0.46149254,California
No,224,F,M,2,69343.3,42.166667,U,Self Employed,College,Product Viewer,MEDIUM VALUE,MARRIED WOMEN,PRODUCT VIEWER,INSTORE HIGH VALUE NON OFFER SEEKER,United States,Department Store,Camping Equipment,Lanterns,EverGlow Double,2021,Q1 2021,0.43748777,Oregon
Yes,225,F,M,0,77000.0,55.0,U,Private Sector,High School,Product Viewer,LOW VALUE,MIDDLE INCOME SCHOOL EDUCATED,PROBABLE BUYER,INSTORE MEDIUM VALUE OFFER SEEKER,United States,Department Store,Camping Equipment,Lanterns,EverGlow Butane,2021,Q1 2021,0.36186587,California
No,228,F,M,0,14932.5,52.0,S,Financial analyst,Post College,Product Viewer,LOW VALUE,HIGH INCOME SINGLE,PROBABLE BUYER,INSTORE LOW VALUE NON OFFER SEEKER,United States,Department Store,Camping Equipment,Lanterns,EverGlow Lamp,2021,Q1 2021,0.33216643,California
Yes,229,F,S,0,27498.1,42.0,U,Lawyer,College,Product Viewer,HIGH VALUE,MARRIED WOMEN,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,United States,Department Store,Personal Accessories,Watches,Mountain Man Analog,2021,Q1 2021,0.36722211,Oregon
No,231,F,M,2,21419.9,59.833333,M,Financial analyst,Post College,Product Viewer,LOW VALUE,HIGH INCOME FAMILY,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,United States,Department Store,Personal Accessories,Watches,Mountain Man Digital,2021,Q1 2021,0.42645558,California
Yes,232,F,M,2,30665.2,22.88,M,Self Employed,College,Product Viewer,LOW VALUE,HIGH INCOME FAMILY,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,United States,Department Store,Personal Accessories,Watches,Mountain Man Deluxe,2021,Q1 2021,0.49126011,Oregon
Yes,233,F,M,1,66000.0,63.353333,M,Professor,College,Product Viewer,LOW VALUE,HIGH INCOME FAMILY,PRODUCT VIEWER,INSTORE LOW VALUE NON OFFER SEEKER,United States,Department Store,Personal Accessories,Watches,Mountain Man Combination,2021,Q1 2021,0.52173451,California
Yes,234,F,M,2,50561.3,52.0,M,Financial analyst,Post College,Repeat Buyer,MEDIUM VALUE,HIGH INCOME FAMILY,REPEAT BUYER,ONLINE HIGH VALUE OFFER SEEKER,United States,Department Store,Personal Accessories,Watches,Venue,2021,Q1 2021,0.41955609,Oregon
Yes,236,F,S,2,23464.0,70.0,M,Engineer,College,Product Viewer,LOW VALUE,MARRIED WOMEN,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,United States,Department Store,Personal Accessories,Watches,Infinity,2021,Q1 2021,0.47406545,California
Yes,237,F,M,2,194.57,42.0,S,Not employed,College,Product Viewer,LOW VALUE,MIDDLE INCOME SINGLE,PRODUCT VIEWER,INSTORE LOW VALUE NON OFFER SEEKER,United States,Department Store,Personal Accessories,Watches,Lux,2021,Q1 2021,0.47891388,Washington
No,238,F,M,1,98680.4,55.0,U,Scientist,College,Product Viewer,MEDIUM VALUE,HIGH INCOME FAMILY,PRODUCT VIEWER,INSTORE HIGH VALUE NON OFFER SEEKER,United States,Department Store,Personal Accessories,Watches,TX,2021,Q1 2021,0.45432464,Arizona
No,239,M,M,1,65619.7,46.0,S,Nursing,College,Product Viewer,HIGH VALUE,MIDDLE INCOME SINGLE,PRODUCT VIEWER,INSTORE HIGH VALUE NON OFFER SEEKER,United States,Department Store,Personal Accessories,Watches,Legend,2021,Q1 2021,0.4488347,Oregon
No,240,F,M,1,95620.3,52.0,U,Private Sector,High School,Product Viewer,LOW VALUE,MIDDLE INCOME SCHOOL EDUCATED,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,United States,Department Store,Personal Accessories,Watches,Kodiak,2021,Q1 2021,0.44695391,Washington
No,241,F,S,0,85275.0,47.0,U,Accountant,College,Product Viewer,MEDIUM VALUE,MARRIED MEN,PROBABLE BUYER,INSTORE HIGH VALUE NON OFFER SEEKER,United States,Department Store,Personal Accessories,Eyewear,Polar Sun,2021,Q1 2021,0.56801498,California
No,242,F,M,1,66921.4,43.0,U,Accountant,College,Product Viewer,HIGH VALUE,HIGH INCOME FAMILY,PROBABLE BUYER,INSTORE MEDIUM VALUE OFFER SEEKER,United States,Department Store,Personal Accessories,Eyewear,Polar Ice,2021,Q1 2021,0.52301645,Oregon
No,243,F,M,1,98453.6,46.0,M,Self Employed,College,Product Viewer,HIGH VALUE,MARRIED MEN,PRODUCT VIEWER,INSTORE HIGH VALUE NON OFFER SEEKER,United States,Department Store,Personal Accessories,Eyewear,Polar Sports,2021,Q1 2021,0.48950928,Arizona
No,244,F,M,2,94026.8,27.746667,U,Professor,College,Product Viewer,HIGH VALUE,MARRIED MEN,PROBABLE BUYER,INSTORE MEDIUM VALUE OFFER SEEKER,United States,Department Store,Personal Accessories,Eyewear,Polar Wave,2021,Q1 2021,0.56521236,California
Yes,246,F,S,2,57420.0,61.0,U,Not employed,High School,Product Viewer,HIGH VALUE,MIDDLE INCOME SCHOOL EDUCATED,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,United States,Department Store,Personal Accessories,Eyewear,Bella,2021,Q1 2021,0.45348148,California
No,247,M,M,0,77000.0,44.0,U,Self Employed,College,Buyer,MEDIUM VALUE,MARRIED MEN,BUYER,ONLINE MEDIUM VALUE NON OFFER SEEKER,United States,Department Store,Personal Accessories,Eyewear,Capri,2021,Q1 2021,0.34160497,Washington
Yes,249,M,M,2,47639.1,48.0,S,Private Sector,High School,Product Viewer,MEDIUM VALUE,MIDDLE INCOME SCHOOL EDUCATED,PRODUCT VIEWER,INSTORE LOW VALUE NON OFFER SEEKER,United States,Department Store,Personal Accessories,Eyewear,Cat Eye,2021,Q1 2021,0.31633514,California
No,250,F,M,2,63234.5,52.36,U,Engineer,Post College,Product Viewer,MEDIUM VALUE,MARRIED WOMEN,PRODUCT VIEWER,INSTORE HIGH VALUE NON OFFER SEEKER,United States,Department Store,Personal Accessories,Eyewear,Dante,2021,Q1 2021,0.35135028,Oregon
Yes,254,F,M,2,18296.4,42.626667,S,Scientist,College,Product Viewer,LOW VALUE,MIDDLE INCOME SINGLE,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,United States,Department Store,Personal Accessories,Eyewear,Fairway,2021,Q1 2021,0.40343832,California
No,255,F,S,0,39461.0,22.226667,M,Self Employed,High School,Product Viewer,MEDIUM VALUE,MIDDLE INCOME SCHOOL EDUCATED,PRODUCT VIEWER,INSTORE LOW VALUE NON OFFER SEEKER,United States,Department Store,Personal Accessories,Eyewear,Inferno,2021,Q1 2021,0.39393762,Nevada
Yes,257,F,S,1,68000.0,60.0,M,Self Employed,College,Product Viewer,LOW VALUE,HIGH INCOME FAMILY,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,United States,Department Store,Personal Accessories,Eyewear,Maximus,2021,Q1 2021,0.50212553,Oregon
No,260,F,M,2,52957.0,39.746667,S,Scientist,Post College,Product Viewer,MEDIUM VALUE,HIGH INCOME SINGLE,PRODUCT VIEWER,INSTORE LOW VALUE NON OFFER SEEKER,United States,Department Store,Personal Accessories,Eyewear,Trendi,2021,Q1 2021,0.39539112,Oregon
Yes,261,F,S,2,86747.1,64.853333,M,Pharmacist,College,Product Viewer,MEDIUM VALUE,HIGH INCOME FAMILY,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,United States,Department Store,Personal Accessories,Eyewear,Zone,2021,Q1 2021,0.32463796,Arizona
No,263,F,M,1,87404.6,63.186667,U,Nursing,College,Product Viewer,LOW VALUE,HIGH INCOME FAMILY,PROBABLE BUYER,INSTORE MEDIUM VALUE OFFER SEEKER,United States,Department Store,Personal Accessories,Eyewear,Hawk Eye,2021,Q1 2021,0.40918025,Oregon
No,264,M,S,2,20919.0,27.886667,S,Financial analyst,Post College,Product Viewer,MEDIUM VALUE,HIGH INCOME SINGLE,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,United States,Department Store,Personal Accessories,Knives,Bear Survival Edge,2021,Q1 2021,0.48662291,Washington
Yes,265,F,M,2,85394.0,20.16,M,Not employed,High School,Product Viewer,LOW VALUE,MARRIED WOMEN,PROBABLE BUYER,INSTORE MEDIUM VALUE OFFER SEEKER,United States,Department Store,Personal Accessories,Knives,Max Gizmo,2021,Q1 2021,0.53960675,Arizona
Yes,266,F,S,0,2121.36,39.786667,U,Scientist,College,Product Viewer,LOW VALUE,MARRIED MEN,PROBABLE BUYER,INSTORE MEDIUM VALUE OFFER SEEKER,United States,Department Store,Personal Accessories,Knives,Pocket Gizmo,2021,Q1 2021,0.60327681,Nevada
Yes,267,F,M,2,63566.1,56.3,S,Self Employed,College,Product Viewer,LOW VALUE,MIDDLE INCOME SINGLE,PROBABLE BUYER,INSTORE MEDIUM VALUE OFFER SEEKER,United States,Department Store,Personal Accessories,Binoculars,Seeker 35,2021,Q1 2021,0.28069112,Oregon
Yes,270,F,S,0,89813.6,12.846667,M,Accountant,College,Product Viewer,MEDIUM VALUE,HIGH INCOME FAMILY,PRODUCT VIEWER,INSTORE LOW VALUE NON OFFER SEEKER,United States,Department Store,Personal Accessories,Binoculars,Seeker 50,2021,Q1 2021,0.26558782,Arizona
Yes,272,F,M,2,82644.2,33.493333,U,Self Employed,High School,Repeat Buyer,HIGH VALUE,MIDDLE INCOME SCHOOL EDUCATED,REPEAT BUYER,ONLINE HIGH VALUE OFFER SEEKER,United States,Department Store,Personal Accessories,Binoculars,Opera Vision,2021,Q1 2021,0.54206983,Arizona
Yes,273,F,S,1,27783.6,14.04,U,Accountant,College,Product Viewer,MEDIUM VALUE,MARRIED WOMEN,PRODUCT VIEWER,INSTORE HIGH VALUE NON OFFER SEEKER,United States,Department Store,Personal Accessories,Binoculars,Ranger Vision,2021,Q1 2021,0.43611413,Arizona
Yes,276,F,M,2,60485.5,41.666667,M,Private Sector,High School,Repeat Buyer,HIGH VALUE,MIDDLE INCOME SCHOOL EDUCATED,REPEAT BUYER,ONLINE HIGH VALUE OFFER SEEKER,United States,Department Store,Personal Accessories,Navigation,Glacier Basic,2021,Q1 2021,0.36026431,Oregon
Yes,279,F,M,2,809.43,31.913333,S,Doctor,Post College,Product Viewer,MEDIUM VALUE,HIGH INCOME SINGLE,PRODUCT VIEWER,INSTORE HIGH VALUE NON OFFER SEEKER,United States,Department Store,Personal Accessories,Navigation,Glacier GPS,2021,Q1 2021,0.28415201,Washington
No,280,M,S,1,76529.8,58.28,U,Self Employed,High School,Product Viewer,LOW VALUE,MIDDLE INCOME SCHOOL EDUCATED,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,United States,Department Store,Personal Accessories,Navigation,Trail Scout,2021,Q1 2021,0.35798319,Oregon
No,281,F,M,2,34577.7,63.253333,S,Private Sector,High School,Product Viewer,LOW VALUE,MIDDLE INCOME SCHOOL EDUCATED,PRODUCT VIEWER,INSTORE LOW VALUE NON OFFER SEEKER,United States,Department Store,Outdoor Protection,Insect Repellents,BugShield Spray,2021,Q1 2021,0.6912259,Arizona
Yes,283,F,M,0,80000.0,48.0,U,Financial analyst,College,Product Viewer,MEDIUM VALUE,HIGH INCOME FAMILY,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,United States,Department Store,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,2021,Q1 2021,0.72853484,Oregon
Yes,284,F,S,2,19008.4,52.166667,S,Unemployed,High School,Product Viewer,HIGH VALUE,MIDDLE INCOME SCHOOL EDUCATED,PRODUCT VIEWER,INSTORE HIGH VALUE NON OFFER SEEKER,United States,Department Store,Outdoor Protection,Insect Repellents,BugShield Lotion,2021,Q1 2021,0.65865223,Arizona
No,285,F,M,0,98056.3,55.966667,U,Financial analyst,Post College,Product Viewer,LOW VALUE,MARRIED MEN,PROBABLE BUYER,INSTORE LOW VALUE NON OFFER SEEKER,United States,Department Store,Outdoor Protection,Sunscreen,Sun Blocker,2021,Q1 2021,0.59375,California
Yes,286,M,M,0,73400.0,64.226667,U,Professor,College,Product Viewer,MEDIUM VALUE,MARRIED MEN,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,United States,Department Store,Outdoor Protection,Sunscreen,Sun Shelter 15,2021,Q1 2021,0.62708333,Washington
No,288,M,M,0,78894.2,28.0,M,Engineer,College,Product Viewer,LOW VALUE,HIGH INCOME FAMILY,PROBABLE BUYER,INSTORE MEDIUM VALUE OFFER SEEKER,United States,Department Store,Outdoor Protection,Sunscreen,Sun Shelter 30,2021,Q1 2021,0.6087091,Oregon
No,289,M,S,1,16432.1,20.92,S,Accountant,Post College,Product Viewer,MEDIUM VALUE,HIGH INCOME SINGLE,PRODUCT VIEWER,INSTORE HIGH VALUE NON OFFER SEEKER,United States,Department Store,Outdoor Protection,Sunscreen,Sun Shield,2021,Q1 2021,0.52710585,Nevada
No,290,M,M,0,62797.9,54.446667,U,Engineer,Post College,Product Viewer,LOW VALUE,HIGH INCOME FAMILY,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,United States,Department Store,Outdoor Protection,First Aid,Compact Relief Kit,2021,Q1 2021,0.60070985,California
No,291,M,S,1,71329.9,42.233333,U,Engineer,Post College,Visitor,MEDIUM VALUE,MARRIED MEN,VISITOR,INSTORE HIGH VALUE NON OFFER SEEKER,United States,Department Store,Outdoor Protection,First Aid,Deluxe Family Relief Kit,2021,Q1 2021,0.58715714,Arizona
Yes,295,F,S,0,20913.6,53.013333,M,Pharmacist,Post College,Repeat Buyer,HIGH VALUE,HIGH INCOME FAMILY,REPEAT BUYER,ONLINE HIGH VALUE OFFER SEEKER,United States,Department Store,Outdoor Protection,First Aid,Calamine Relief,2021,Q1 2021,0.52833333,Arizona
No,298,F,S,1,540.4,39.213333,U,Self Employed,High School,Product Viewer,MEDIUM VALUE,MIDDLE INCOME SCHOOL EDUCATED,PRODUCT VIEWER,INSTORE HIGH VALUE NON OFFER SEEKER,United States,Department Store,Outdoor Protection,First Aid,Aloe Relief,2021,Q1 2021,0.63288719,Oregon
No,302,M,M,2,67339.8,17.006667,S,Not employed,College,Product Viewer,LOW VALUE,MIDDLE INCOME SINGLE,PROBABLE BUYER,INSTORE MEDIUM VALUE OFFER SEEKER,United States,Department Store,Outdoor Protection,First Aid,Insect Bite Relief,2021,Q1 2021,0.54,Washington
Yes,304,M,M,1,75799.9,46.38,S,Private Sector,High School,Product Viewer,LOW VALUE,MIDDLE INCOME SCHOOL EDUCATED,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,United States,Department Store,Golf Equipment,Irons,Hailstorm Steel Irons,2021,Q1 2021,0.3918035,Washington
Yes,305,F,S,2,15688.5,53.06,U,Engineer,Post College,Product Viewer,LOW VALUE,HIGH INCOME FAMILY,PROBABLE BUYER,INSTORE MEDIUM VALUE OFFER SEEKER,United States,Department Store,Golf Equipment,Irons,Lady Hailstorm Steel Irons,2021,Q1 2021,0.44535634,Arizona
Yes,306,F,S,0,43382.3,16.073333,S,Not employed,College,Product Viewer,MEDIUM VALUE,MIDDLE INCOME SINGLE,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,United States,Department Store,Golf Equipment,Woods,Hailstorm Steel Woods Set,2021,Q1 2021,0.50290839,Arizona
Yes,308,F,S,0,5185.31,62.053333,S,Engineer,Post College,Product Viewer,LOW VALUE,HIGH INCOME SINGLE,PROBABLE BUYER,INSTORE MEDIUM VALUE OFFER SEEKER,United States,Department Store,Golf Equipment,Woods,Lady Hailstorm Steel Woods Set,2021,Q1 2021,0.44845066,California
No,309,F,S,0,41000.0,16.06,S,Doctor,College,Product Viewer,MEDIUM VALUE,MIDDLE INCOME SINGLE,PROBABLE BUYER,INSTORE HIGH VALUE NON OFFER SEEKER,United States,Department Store,Golf Equipment,Putters,Course Pro Putter,2021,Q1 2021,0.51695502,California
No,310,F,S,0,32098.0,22.433333,U,Private Sector,High School,Product Viewer,MEDIUM VALUE,MIDDLE INCOME SCHOOL EDUCATED,PRODUCT VIEWER,INSTORE HIGH VALUE NON OFFER SEEKER,United States,Department Store,Golf Equipment,Putters,Blue Steel Putter,2021,Q1 2021,0.51567708,Oregon
Yes,312,F,M,2,80087.7,41.92,M,Nursing,College,Product Viewer,HIGH VALUE,HIGH INCOME FAMILY,PROBABLE BUYER,INSTORE MEDIUM VALUE OFFER SEEKER,United States,Department Store,Golf Equipment,Golf Accessories,Course Pro Golf and Tee Set,2021,Q1 2021,0.71809391,Oregon
No,313,F,M,2,59691.3,38.04,U,Financial analyst,College,Buyer,MEDIUM VALUE,MARRIED MEN,BUYER,ONLINE MEDIUM VALUE NON OFFER SEEKER,United States,Department Store,Golf Equipment,Golf Accessories,Course Pro Umbrella,2021,Q1 2021,0.49569036,Arizona
No,315,F,S,2,11251.1,61.0,M,Self Employed,College,Product Viewer,LOW VALUE,MARRIED WOMEN,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,United States,Department Store,Golf Equipment,Golf Accessories,Course Pro Golf Bag,2021,Q1 2021,0.60547581,Arizona
No,317,M,M,0,70908.7,49.62,S,Doctor,College,Product Viewer,MEDIUM VALUE,MIDDLE INCOME SINGLE,PRODUCT VIEWER,INSTORE LOW VALUE NON OFFER SEEKER,United States,Department Store,Golf Equipment,Golf Accessories,Course Pro Gloves,2021,Q1 2021,0.7665375,California
No,318,M,S,0,94928.3,40.18,U,Private Sector,High School,Product Viewer,LOW VALUE,MIDDLE INCOME SCHOOL EDUCATED,PROBABLE BUYER,INSTORE MEDIUM VALUE OFFER SEEKER,United States,Warehouse Store,Camping Equipment,Cooking Gear,TrailChef Cook Set,2021,Q1 2021,0.32673109,Washington
Yes,320,F,M,2,50622.3,40.46,M,Pharmacist,Post College,Product Viewer,LOW VALUE,HIGH INCOME FAMILY,PROBABLE BUYER,INSTORE MEDIUM VALUE OFFER SEEKER,United States,Warehouse Store,Camping Equipment,Cooking Gear,TrailChef Deluxe Cook Set,2021,Q1 2021,0.34754797,California
Yes,322,M,M,0,78000.0,52.266667,S,Scientist,College,Product Viewer,LOW VALUE,MIDDLE INCOME SINGLE,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,United States,Warehouse Store,Camping Equipment,Cooking Gear,TrailChef Utensils,2021,Q1 2021,0.45336312,Washington
No,326,M,M,0,100020.0,52.266667,S,Engineer,College,Product Viewer,LOW VALUE,MIDDLE INCOME SINGLE,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,United States,Warehouse Store,Camping Equipment,Tents,Star Lite,2021,Q1 2021,0.28144401,California
No,329,F,M,1,56722.8,60.593333,S,Not employed,College,Product Viewer,LOW VALUE,MIDDLE INCOME SINGLE,PROBABLE BUYER,INSTORE LOW VALUE NON OFFER SEEKER,United States,Warehouse Store,Camping Equipment,Tents,Star Gazer 2,2021,Q1 2021,0.28293788,Oregon
No,331,M,M,1,80000.0,53.213333,S,Nursing,College,Product Viewer,MEDIUM VALUE,MIDDLE INCOME SINGLE,PROBABLE BUYER,INSTORE HIGH VALUE NON OFFER SEEKER,United States,Warehouse Store,Camping Equipment,Tents,Star Gazer 3,2021,Q1 2021,0.3306202,California
No,332,F,S,2,3416.62,22.76,M,Private Sector,High School,Product Viewer,LOW VALUE,MIDDLE INCOME SCHOOL EDUCATED,PROBABLE BUYER,INSTORE MEDIUM VALUE OFFER SEEKER,United States,Warehouse Store,Camping Equipment,Sleeping Bags,Hibernator Extreme,2021,Q1 2021,0.39814629,California
Yes,333,F,M,0,73400.0,55.633333,M,Pharmacist,College,Product Viewer,LOW VALUE,MARRIED MEN,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,United States,Warehouse Store,Camping Equipment,Lanterns,Firefly Mapreader,2021,Q1 2021,0.51433366,Oregon
Yes,334,M,M,0,120000.0,53.213333,M,Private Sector,High School,Product Viewer,LOW VALUE,MIDDLE INCOME SCHOOL EDUCATED,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,United States,Warehouse Store,Camping Equipment,Lanterns,Firefly Extreme,2021,Q1 2021,0.43420523,California
Yes,335,F,M,2,8032.16,45.666667,S,Engineer,College,Product Viewer,LOW VALUE,MIDDLE INCOME SINGLE,PROBABLE BUYER,INSTORE MEDIUM VALUE OFFER SEEKER,United States,Warehouse Store,Camping Equipment,Lanterns,EverGlow Single,2021,Q1 2021,0.45597105,California
Yes,336,F,S,1,93454.3,48.533333,U,Professor,Post College,Product Viewer,LOW VALUE,HIGH INCOME FAMILY,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,United States,Warehouse Store,Personal Accessories,Knives,Single Edge,2021,Q1 2021,0.28726062,Oregon
No,337,M,M,0,5745.0,15.38,U,Not employed,Post College,Product Viewer,LOW VALUE,HIGH INCOME FAMILY,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,United States,Warehouse Store,Personal Accessories,Knives,Double Edge,2021,Q1 2021,0.28128663,Nevada
Yes,338,F,S,0,83287.0,77.0,S,Private Sector,High School,Product Viewer,HIGH VALUE,MIDDLE INCOME SCHOOL EDUCATED,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,United States,Warehouse Store,Personal Accessories,Knives,Bear Edge,2021,Q1 2021,0.39687189,Nevada
Yes,339,F,S,0,92564.1,49.133333,M,Engineer,College,Product Viewer,MEDIUM VALUE,HIGH INCOME FAMILY,PRODUCT VIEWER,INSTORE HIGH VALUE NON OFFER SEEKER,United States,Warehouse Store,Personal Accessories,Navigation,Glacier Deluxe,2021,Q1 2021,0.37970215,California
Yes,341,M,S,0,86448.2,38.133333,M,Doctor,College,Repeat Buyer,MEDIUM VALUE,MARRIED WOMEN,REPEAT BUYER,ONLINE MEDIUM VALUE NON OFFER SEEKER,United States,Warehouse Store,Outdoor Protection,Insect Repellents,BugShield Natural,2021,Q1 2021,0.67150621,California
No,343,F,M,2,48322.5,49.333333,M,Private Sector,High School,Product Viewer,MEDIUM VALUE,MIDDLE INCOME SCHOOL EDUCATED,PROBABLE BUYER,INSTORE MEDIUM VALUE OFFER SEEKER,United States,Warehouse Store,Outdoor Protection,Sunscreen,Sun Shelter Stick,2021,Q1 2021,0.58297872,Washington
